"Step","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - avg_distance","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - avg_distance__MIN","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - avg_distance__MAX"
"67690","12.634821428571428","12.634821428571428","12.634821428571428"
"67760","12.660714285714286","12.660714285714286","12.660714285714286"
"67830","12.67232142857143","12.67232142857143","12.67232142857143"
"67900","12.697321428571428","12.697321428571428","12.697321428571428"
"67970","12.766964285714286","12.766964285714286","12.766964285714286"
"68040","12.8125","12.8125","12.8125"
"68110","12.783035714285715","12.783035714285715","12.783035714285715"
"68180","12.746428571428572","12.746428571428572","12.746428571428572"
"68250","12.713392857142857","12.713392857142857","12.713392857142857"
"68320","12.733035714285714","12.733035714285714","12.733035714285714"
"68390","12.7625","12.7625","12.7625"
"68460","12.614285714285714","12.614285714285714","12.614285714285714"
"68530","12.745535714285714","12.745535714285714","12.745535714285714"
"68600","12.759821428571428","12.759821428571428","12.759821428571428"
"68670","12.661607142857143","12.661607142857143","12.661607142857143"
"68740","12.802678571428572","12.802678571428572","12.802678571428572"
"68810","12.725892857142858","12.725892857142858","12.725892857142858"
"68880","12.598214285714286","12.598214285714286","12.598214285714286"
"68950","12.66875","12.66875","12.66875"
"69020","12.599107142857143","12.599107142857143","12.599107142857143"
"69090","12.689285714285715","12.689285714285715","12.689285714285715"
"69160","12.599107142857143","12.599107142857143","12.599107142857143"
"69230","12.711607142857142","12.711607142857142","12.711607142857142"
"69300","12.719642857142857","12.719642857142857","12.719642857142857"
"69370","12.994642857142857","12.994642857142857","12.994642857142857"
"69440","12.766964285714286","12.766964285714286","12.766964285714286"
"69510","12.749107142857143","12.749107142857143","12.749107142857143"
"69580","12.725892857142858","12.725892857142858","12.725892857142858"
"69650","12.673214285714286","12.673214285714286","12.673214285714286"
"69720","12.700892857142858","12.700892857142858","12.700892857142858"
"69790","12.832142857142857","12.832142857142857","12.832142857142857"
"69860","12.764285714285714","12.764285714285714","12.764285714285714"
"69930","12.66875","12.66875","12.66875"
"70000","12.7875","12.7875","12.7875"
